Date,Sumber,ID,Nilai,Keterangan
2023-03-24 16:06:17,tokped,INV/20230313/MPL/3108407099,922000,Transaksi Penjualan Berhasil - INV/20230313/MPL/3108407099
2023-03-24 16:06:17,tokped,INV/20230313/MPL/3108407099,-300,"Pemotongan selisih premi asuransi pengiriman (biaya pengiriman aktual lebih tinggi dari invoice)
 INV/20230313/MPL/3108407099 Harga aktual = Rp 5.900"
2023-03-24 16:06:17,tokped,INV/20230313/MPL/3108407099,-40275,Pemotongan Biaya Layanan Power Merchant Pro - INV/20230313/MPL/3108407099
2023-03-26 4:46:17,tokped,,-300000,Penggunaan Saldo Tokopedia untuk pembelian dari Tokopedia Ads. [ID Transaksi: 3775260613]
2023-03-26 14:25:11,tokped,INV/20230308/MPL/3097160713,557000,Transaksi Penjualan Berhasil - INV/20230308/MPL/3097160713
2023-03-26 14:25:11,tokped,INV/20230308/MPL/3097160713,-100,"Pemotongan selisih premi asuransi pengiriman (biaya pengiriman aktual lebih tinggi dari invoice)
 INV/20230308/MPL/3097160713 Harga aktual = Rp 3.500"
2023-03-26 14:25:11,tokped,INV/20230308/MPL/3097160713,-22500,Pemotongan Biaya Layanan Power Merchant Pro - INV/20230308/MPL/3097160713
2023-03-26 14:25:11,tokped,INV/20230308/MPL/3097160713,-40000,Ganti Kurir ke Kurir Non Promo-INV/20230308/MPL/3097160713
2023-03-27 19:13:00,shopee,,-100000,Isi Ulang Saldo Iklan/Koin Penjual
2023-03-29 14:34:08,tokped,INV/20230321/MPL/3123439681,357000,Transaksi Penjualan Berhasil - INV/20230321/MPL/3123439681
2023-03-29 14:34:08,tokped,INV/20230321/MPL/3123439681,-16065,Pemotongan Biaya Layanan Power Merchant Pro - INV/20230321/MPL/3123439681
2023-03-31 0:00:00,etsy,,-329,VAT: auto-renew expired - auto-renew expired: 1295699805
2023-03-31 0:00:00,etsy,,-2992,Listing fee ($0.20 USD) - Listing #1295699805
